Lecturer,http://www.UniversityReferenceOntology.org/HERO#Lecturer
MajorFieldDegree,http://www.UniversityReferenceOntology.org/HERO#MajorFieldDegree
MasterCollege,http://www.UniversityReferenceOntology.org/HERO#MasterCollege
MastersUniversity,http://www.UniversityReferenceOntology.org/HERO#MastersUniversity
NonGradedEvaluation,http://www.UniversityReferenceOntology.org/HERO#NonGradedEvaluation
PassFailSystem,http://www.UniversityReferenceOntology.org/HERO#PassFailSystem
PrivateForProfit,http://www.UniversityReferenceOntology.org/HERO#PrivateForProfit
PrivateNotForProfit,http://www.UniversityReferenceOntology.org/HERO#PrivateNotForProfit
ProfessorEmeritus,http://www.UniversityReferenceOntology.org/HERO#ProfessorEmeritus
Public,http://www.UniversityReferenceOntology.org/HERO#Public
PublicationAbstract,http://www.UniversityReferenceOntology.org/HERO#PublicationAbstract
PublicationAuthors,http://www.UniversityReferenceOntology.org/HERO#PublicationAuthors
PublicationDate,http://www.UniversityReferenceOntology.org/HERO#PublicationDate
PublicationKeywords,http://www.UniversityReferenceOntology.org/HERO#PublicationKeywords
PublicationPagesNumber,http://www.UniversityReferenceOntology.org/HERO#PublicationPagesNumber
PublicationReviewers,http://www.UniversityReferenceOntology.org/HERO#PublicationReviewers
PublicationTitle,http://www.UniversityReferenceOntology.org/HERO#PublicationTitle
PublicationURL,http://www.UniversityReferenceOntology.org/HERO#PublicationURL
Publisher,http://www.UniversityReferenceOntology.org/HERO#Publisher
ResearchGroupCode,http://www.UniversityReferenceOntology.org/HERO#ResearchGroupCode
ResearchGroupCompetencyDomain,http://www.UniversityReferenceOntology.org/HERO#ResearchGroupCompetencyDomain
ResearcherCompetencyDomain,http://www.UniversityReferenceOntology.org/HERO#ResearcherCompetencyDomain
ResearcherEmail,http://www.UniversityReferenceOntology.org/HERO#ResearcherEmail
ResearcherEvaluation,http://www.UniversityReferenceOntology.org/HERO#ResearcherEvaluation
ResearcherHomePageURL,http://www.UniversityReferenceOntology.org/HERO#ResearcherHomePageURL
ResearcherMainArea,http://www.UniversityReferenceOntology.org/HERO#ResearcherMainArea
ResearcherName,http://www.UniversityReferenceOntology.org/HERO#ResearcherName
ResearcherNationality,http://www.UniversityReferenceOntology.org/HERO#ResearcherNationality
SemesterSchedule,http://www.UniversityReferenceOntology.org/HERO#SemesterSchedule
SeniorYear,http://www.UniversityReferenceOntology.org/HERO#SeniorYear
SessionTiming,http://www.UniversityReferenceOntology.org/HERO#SessionTiming
SessionType,http://www.UniversityReferenceOntology.org/HERO#SessionType
